"","degree.mst.","ID","closeness_centrality","betweeness_centrality","eigen_centrality","community"
"33",3,"DIP2B",0.0015128534510159,8967,0.0742738538865257,3
"34",1,"IL22RA1",0.00113340020642,0,0.0057278435905079,3
"35",1,"LOC105377021",0.00113350977618323,0,0.00572365046370091,3
"36",1,"LY6K",0.000820790553030987,0,9.56551083081e-05,3
"37",1,"NMT2",0.00112892532034158,0,0.00589978849612276,3
"38",3,"PAPLN",0.000907504513000734,578,0.000407724587160015,3
"39",2,"SH3RF3",0.00114074558458365,950,0.00610605384398594,3
"40",2,"TM6SF1",0.000821269172494088,194,0.000101722109200206,3
"41",2,"ZBTB32",0.00101144584476302,764,0.00153431391771757,3
"42",6,"ZNF566",0.00130582677071555,1880,0.0243962144089967,3
"43",1,"ALOX15B",0.000605279976660022,0,4.83690317534577e-07,4
"44",1,"DIS3L",0.000699124873929767,0,7.28963079740978e-06,4
"45",2,"ELP6",0.000651265045867868,194,2.05745922519155e-06,4
"46",2,"FNBP1L",0.000761876649723277,194,3.0703334265409e-05,4
"47",2,"MRTO4",0.000764745450366192,950,3.08844043475876e-05,4
"48",4,"NDUFA8",0.000835368748386912,1694,0.000123218554250183,4
"49",3,"PSPH",0.000704390762235115,768,8.2427604551881e-06,4
"50",1,"RGS9",0.000761306042495636,0,2.89182209872351e-05,4
"51",1,"RNF19B",0.000605164382822064,0,4.85220647215596e-07,4
"52",2,"TCF20",0.000651330489234407,194,2.05568895806616e-06,4
"53",2,"AP1G2",0.000703141222004455,950,1.87291923567038e-06,5
"54",3,"C1orf109",0.000651759344435489,768,5.00314419049568e-07,5
"55",2,"CCDC47",0.00111811179021756,2366,0.00157260603790459,5
"56",1,"DCAF1",0.000565937150705077,0,2.94187466178256e-08,5
"57",1,"DOP1B",0.00075705525078388,0,6.17804991012094e-06,5
"58",2,"EEPD1",0.000606003551743786,194,1.24988719354159e-07,5
"59",2,"FAM81B",0.00100350052630725,2196,0.000392513659013104,5
"60",2,"IFT22",0.000606028761719451,194,1.24881673101292e-07,5
"61",2,"IKZF2",0.000909257040697341,2024,9.83276752152576e-05,5
"62",1,"IL12RB1",0.000700247774607695,0,1.75276986278812e-06,5
"63",1,"NOL12",0.000699961063389978,0,1.76155164820434e-06,5
"64",4,"SACS",0.000762593390014002,1509,7.44955559989667e-06,5
"65",3,"SLC16A12",0.000830346422865004,1859,2.62937937077781e-05,5
"66",1,"TG",0.000565831148430143,0,2.95100537678637e-08,5
"67",1,"ASB11",0.000967734756480471,0,0.00470513536289939,6
"68",4,"ASCL4",0.000981539335561135,1145,0.00531057956101714,6
"69",2,"CORO1B",0.000971477975653822,194,0.00486400083554998,6
"70",2,"DOHH",0.00140756946545545,3956,0.25269450654143,6
"71",2,"ENKD1",0.000881562793593866,194,0.00132415122136819,6
"72",3,"LRRC20",0.00109428437536866,578,0.0195372947624408,6
"73",1,"NPW",0.000799544966861049,0,0.000333514372170437,6
"74",1,"NUBPL",0.000798579375039334,0,0.000337831976175393,6
"75",1,"SLC35G5",0.000879992131886875,0,0.001258220566098,6
"76",2,"TJP2",0.00109997305073166,1316,0.0185258854021696,6
"77",3,"TMCO3",0.00088191598823854,387,0.00141669650706937,6
"78",1,"ZNF28",0.00079858089743233,0,0.000314544545975691,6
"79",4,"ZNF362",0.00124900319584165,3958,0.0733186281238278,6
"80",1,"ZP3",0.000872683621630278,0,0.00114227157984812,6
"81",1,"BCL2",0.000744840765685313,0,8.17230545364666e-05,7
"82",3,"ENDOD1",0.00090142366186545,1688,0.00138243874974528,7
"83",3,"FEZ1",0.000820618653616868,1142,0.000367864468427045,7
"84",1,"FGFBP3",0.000639804698615894,0,5.75314151275619e-06,7
"85",3,"HMGXB3",0.000691582151680172,387,2.43962000247426e-05,7
"86",1,"LIPT1",0.000688010677064461,0,2.20807549119291e-05,7
"87",2,"LOC105373091",0.000751011550154846,576,9.2147371054461e-05,7
"88",2,"MYLK",0.000749213644486652,194,9.22802802324317e-05,7
"89",2,"RUNDC1",0.000816372597278041,194,0.000344717802516124,7
"90",1,"TTC7A",0.000640035051489712,0,5.72548496133896e-06,7
"91",3,"BEND3",0.000738569545883386,387,7.34542124521566e-06,8
"92",3,"CALD1",0.00080674043922516,767,2.77056657851449e-05,8
